order_id,store_id,store_name,member_id,member_name,order_datetime,order_date,time_slot,weekday,people_count,dish_count,subtotal,discount_amount,total_amount,payment_method,promotion_id,promotion_name,order_status
O001163,S009,南京新街口店,M00174,杨十五174,2024-04-03 15:12:00,2024-04-03,14:00-16:00,Wednesday,8,1,63.76,0.0,63.76,支付宝,,,已取消
O001164,S007,武汉江汉店,M00096,杨十五96,2024-02-07 17:02:00,2024-02-07,16:00-18:00,Wednesday,4,6,513.45,0.0,513.45,微信支付,,,已取消
O001165,S004,深圳南山店,M00047,周九47,2024-02-07 14:00:00,2024-02-07,14:00-16:00,Wednesday,4,3,222.44,24.47,197.97,微信支付,P0011,夏日清凉11,已完成
O001166,S004,深圳南山店,,,2024-05-19 18:48:00,2024-05-19,18:00-20:00,Sunday,1,6,622.51,0.0,622.51,会员余额,,,已完成
O001167,S007,武汉江汉店,,,2024-02-13 10:18:00,2024-02-13,10:00-12:00,Tuesday,2,3,110.32,12.14,98.18,微信支付,P0011,夏日清凉11,已完成
O001168,S005,杭州西湖店,M00091,刘十四91,2024-06-18 14:42:00,2024-06-18,14:00-16:00,Tuesday,7,1,38.78,4.27,34.51,现金,P0011,夏日清凉11,已完成
O001169,S007,武汉江汉店,,,2024-04-07 18:45:00,2024-04-07,18:00-20:00,Sunday,1,5,186.64,0.0,186.64,银行卡,,,已完成
O001170,S009,南京新街口店,M00058,王二十四58,2024-03-04 18:19:00,2024-03-04,18:00-20:00,Monday,5,2,134.19,0.0,134.19,支付宝,,,已完成
O001171,S009,南京新街口店,,,2024-05-08 14:51:00,2024-05-08,14:00-16:00,Wednesday,6,4,377.4,0.0,377.4,支付宝,,,已完成
O001172,S001,北京王府井店,M00052,吴十52,2024-06-17 12:05:00,2024-06-17,12:00-14:00,Monday,7,6,699.12,0.0,699.12,微信支付,,,已完成
O001173,S010,重庆解放碑店,M00115,张二十三115,2024-06-03 15:28:00,2024-06-03,14:00-16:00,Monday,5,2,212.64,0.0,212.64,微信支付,,,已取消
O001174,S009,南京新街口店,M00062,张三62,2024-02-04 16:58:00,2024-02-04,16:00-18:00,Sunday,6,5,513.86,0.0,513.86,微信支付,,,已完成
O001175,S001,北京王府井店,M00129,高二十129,2024-01-08 15:56:00,2024-01-08,14:00-16:00,Monday,4,3,483.39,38.0,445.39,微信支付,P0010,节日促销10,已完成
O001176,S007,武汉江汉店,M00075,黄十六75,2024-02-03 12:01:00,2024-02-03,12:00-14:00,Saturday,4,3,565.92,38.0,527.92,会员余额,P0010,节日促销10,已完成
O001177,S003,广州天河店,,,2024-06-24 10:22:00,2024-06-24,10:00-12:00,Monday,6,2,278.88,0.0,278.88,银行卡,P0013,节日促销13,已完成
O001178,S006,成都春熙店,,,2024-04-09 17:30:00,2024-04-09,16:00-18:00,Tuesday,5,1,156.22,0.0,156.22,微信支付,,,已完成
O001179,S009,南京新街口店,M00109,周九109,2024-02-26 21:42:00,2024-02-26,20:00-22:00,Monday,8,1,67.6,0.0,67.6,银行卡,P0010,节日促销10,已完成
O001180,S006,成都春熙店,M00154,张三154,2024-04-27 13:27:00,2024-04-27,12:00-14:00,Saturday,1,6,697.66,0.0,697.66,会员余额,,,已取消
O001181,S007,武汉江汉店,M00073,赵六73,2024-01-28 17:29:00,2024-01-28,16:00-18:00,Sunday,1,2,253.11,0.0,253.11,会员余额,,,已取消
O001182,S010,重庆解放碑店,M00195,李四195,2024-04-09 18:48:00,2024-04-09,18:00-20:00,Tuesday,3,3,268.84,0.0,268.84,支付宝,,,已完成
O001183,S002,上海南京路店,,,2024-03-16 19:58:00,2024-03-16,18:00-20:00,Saturday,2,2,246.81,0.0,246.81,银行卡,,,已取消
O001184,S008,西安雁塔店,M00056,陈二十六56,2024-01-29 12:49:00,2024-01-29,12:00-14:00,Monday,3,5,493.68,0.0,493.68,微信支付,P0014,新店开业优惠14,已完成
O001185,S007,武汉江汉店,,,2024-05-31 21:57:00,2024-05-31,20:00-22:00,Friday,2,3,335.27,0.0,335.27,支付宝,,,已完成
O001186,S006,成都春熙店,M00036,吴十36,2024-01-30 21:28:00,2024-01-30,20:00-22:00,Tuesday,7,6,691.69,0.0,691.69,会员余额,,,已完成
O001187,S002,上海南京路店,M00107,周九107,2024-02-13 15:36:00,2024-02-13,14:00-16:00,Tuesday,5,2,100.44,11.05,89.39,支付宝,P0011,夏日清凉11,已完成
O001188,S008,西安雁塔店,,,2024-04-24 14:40:00,2024-04-24,14:00-16:00,Wednesday,1,2,159.64,0.0,159.64,现金,P0007,周末特惠7,已完成
O001189,S005,杭州西湖店,M00074,朱十七74,2024-05-07 17:34:00,2024-05-07,16:00-18:00,Tuesday,8,4,355.08,0.0,355.08,银行卡,P0013,节日促销13,已完成
O001190,S007,武汉江汉店,M00081,高二十81,2024-04-23 11:38:00,2024-04-23,10:00-12:00,Tuesday,3,5,615.33,0.0,615.33,微信支付,,,已完成
O001191,S006,成都春熙店,,,2024-01-15 20:22:00,2024-01-15,20:00-22:00,Monday,7,6,473.97,0.0,473.97,微信支付,P0007,周末特惠7,已完成
O001192,S006,成都春熙店,M00176,高二十176,2024-02-11 20:18:00,2024-02-11,20:00-22:00,Sunday,1,5,741.0,81.51,659.49,支付宝,P0011,夏日清凉11,已完成
O001193,S004,深圳南山店,M00125,周九125,2024-03-17 15:23:00,2024-03-17,14:00-16:00,Sunday,2,4,340.56,0.0,340.56,支付宝,P0013,节日促销13,已完成
O001194,S005,杭州西湖店,M00062,张三62,2024-03-25 18:26:00,2024-03-25,18:00-20:00,Monday,8,5,443.58,0.0,443.58,微信支付,P0007,周末特惠7,已取消
O001195,S009,南京新街口店,M00166,林十八166,2024-06-29 14:27:00,2024-06-29,14:00-16:00,Saturday,8,5,748.0,0.0,748.0,支付宝,,,已完成
O001196,S004,深圳南山店,M00050,黄十六50,2024-02-16 19:14:00,2024-02-16,18:00-20:00,Friday,8,1,67.6,0.0,67.6,微信支付,P0007,周末特惠7,已完成
O001197,S004,深圳南山店,M00127,刘十四127,2024-02-23 19:26:00,2024-02-23,18:00-20:00,Friday,5,5,383.25,0.0,383.25,现金,,,已完成
O001198,S003,广州天河店,M00089,黄十六89,2024-03-19 14:32:00,2024-03-19,14:00-16:00,Tuesday,7,1,150.99,0.0,150.99,支付宝,P0007,周末特惠7,已取消
O001199,S004,深圳南山店,,,2024-06-06 10:53:00,2024-06-06,10:00-12:00,Thursday,3,3,232.74,0.0,232.74,微信支付,,,已完成
O001200,S008,西安雁塔店,M00123,朱十七123,2024-02-09 20:29:00,2024-02-09,20:00-22:00,Friday,5,3,152.08,0.0,152.08,微信支付,,,已取消
O001201,S006,成都春熙店,M00044,李四44,2024-06-22 15:35:00,2024-06-22,14:00-16:00,Saturday,3,6,466.06,0.0,466.06,支付宝,,,已取消
O001202,S008,西安雁塔店,M00151,马二十一151,2024-06-04 16:11:00,2024-06-04,16:00-18:00,Tuesday,7,3,230.02,38.0,192.02,支付宝,P0010,节日促销10,已完成
O001203,S009,南京新街口店,M00007,王二十四7,2024-05-07 13:23:00,2024-05-07,12:00-14:00,Tuesday,6,2,263.28,28.96,234.32,微信支付,P0011,夏日清凉11,已完成
O001204,S001,北京王府井店,M00046,黄十六46,2024-02-21 11:28:00,2024-02-21,10:00-12:00,Wednesday,6,5,460.56,50.66,409.9,支付宝,P0011,夏日清凉11,已完成
O001205,S010,重庆解放碑店,M00156,朱十七156,2024-01-26 18:43:00,2024-01-26,18:00-20:00,Friday,2,1,97.22,0.0,97.22,银行卡,,,已完成
O001206,S004,深圳南山店,M00079,朱十七79,2024-03-20 10:43:00,2024-03-20,10:00-12:00,Wednesday,5,3,174.56,19.2,155.36,会员余额,P0011,夏日清凉11,已完成
O001207,S003,广州天河店,M00103,王五103,2024-05-27 14:40:00,2024-05-27,14:00-16:00,Monday,8,2,192.26,0.0,192.26,支付宝,,,已完成
O001208,S007,武汉江汉店,,,2024-03-10 12:10:00,2024-03-10,12:00-14:00,Sunday,6,5,563.3,0.0,563.3,现金,,,已完成
O001209,S009,南京新街口店,,,2024-02-06 21:51:00,2024-02-06,20:00-22:00,Tuesday,6,1,62.9,0.0,62.9,会员余额,,,已取消
O001210,S003,广州天河店,,,2024-04-23 10:08:00,2024-04-23,10:00-12:00,Tuesday,1,1,23.38,0.0,23.38,银行卡,P0013,节日促销13,已完成
O001211,S001,北京王府井店,M00119,马二十一119,2024-04-19 16:11:00,2024-04-19,16:00-18:00,Friday,2,6,770.62,0.0,770.62,微信支付,P0013,节日促销13,已完成
O001212,S002,上海南京路店,M00107,周九107,2024-05-25 12:05:00,2024-05-25,12:00-14:00,Saturday,4,4,560.46,38.0,522.46,支付宝,P0010,节日促销10,已完成
O001213,S009,南京新街口店,M00068,王十二68,2024-02-06 19:16:00,2024-02-06,18:00-20:00,Tuesday,8,6,489.27,0.0,489.27,微信支付,,,已完成
O001214,S004,深圳南山店,M00146,杨十五146,2024-03-30 17:29:00,2024-03-30,16:00-18:00,Saturday,2,3,492.37,0.0,492.37,会员余额,,,已完成
O001215,S001,北京王府井店,M00194,孙八194,2024-01-28 15:35:00,2024-01-28,14:00-16:00,Sunday,3,5,403.53,0.0,403.53,微信支付,P0014,新店开业优惠14,已完成
O001216,S002,上海南京路店,,,2024-04-08 11:21:00,2024-04-08,10:00-12:00,Monday,3,4,563.27,0.0,563.27,支付宝,P0014,新店开业优惠14,已完成
O001217,S003,广州天河店,M00136,朱十七136,2024-05-26 17:07:00,2024-05-26,16:00-18:00,Sunday,2,5,414.76,0.0,414.76,会员余额,,,已取消
O001218,S003,广州天河店,M00049,刘二十五49,2024-04-07 15:31:00,2024-04-07,14:00-16:00,Sunday,3,2,138.66,0.0,138.66,微信支付,,,已完成
O001219,S001,北京王府井店,M00116,陈二十六116,2024-04-25 18:18:00,2024-04-25,18:00-20:00,Thursday,5,2,177.73,0.0,177.73,支付宝,,,已完成
O001220,S003,广州天河店,,,2024-03-29 11:37:00,2024-03-29,10:00-12:00,Friday,1,4,199.95,38.0,161.95,会员余额,P0010,节日促销10,已完成
O001221,S005,杭州西湖店,M00163,李四163,2024-06-29 18:52:00,2024-06-29,18:00-20:00,Saturday,6,3,158.87,0.0,158.87,支付宝,,,已完成
O001222,S009,南京新街口店,M00152,王十二152,2024-04-13 16:27:00,2024-04-13,16:00-18:00,Saturday,3,4,258.41,28.43,229.98,支付宝,P0011,夏日清凉11,已完成
O001223,S010,重庆解放碑店,,,2024-06-20 12:08:00,2024-06-20,12:00-14:00,Thursday,3,2,234.97,0.0,234.97,银行卡,P0014,新店开业优惠14,已完成
O001224,S006,成都春熙店,M00105,孙八105,2024-02-05 20:51:00,2024-02-05,20:00-22:00,Monday,8,6,577.54,0.0,577.54,会员余额,,,已完成
O001225,S003,广州天河店,M00124,黄十六124,2024-03-31 13:11:00,2024-03-31,12:00-14:00,Sunday,6,4,503.63,0.0,503.63,支付宝,,,已完成
O001226,S010,重庆解放碑店,M00124,黄十六124,2024-01-10 19:30:00,2024-01-10,18:00-20:00,Wednesday,8,4,351.09,0.0,351.09,支付宝,,,已取消
O001227,S004,深圳南山店,M00104,郑十一104,2024-01-21 18:56:00,2024-01-21,18:00-20:00,Sunday,5,6,770.22,0.0,770.22,会员余额,,,已取消
O001228,S009,南京新街口店,M00200,陈二十六200,2024-01-14 15:34:00,2024-01-14,14:00-16:00,Sunday,5,5,431.18,0.0,431.18,现金,,,已完成
O001229,S007,武汉江汉店,M00038,马二十一38,2024-02-12 10:44:00,2024-02-12,10:00-12:00,Monday,1,6,589.84,64.88,524.96,支付宝,P0011,夏日清凉11,已完成
O001230,S003,广州天河店,M00142,陈十三142,2024-06-08 10:18:00,2024-06-08,10:00-12:00,Saturday,5,1,132.66,0.0,132.66,微信支付,,,已完成
O001231,S006,成都春熙店,,,2024-03-06 10:47:00,2024-03-06,10:00-12:00,Wednesday,5,5,496.96,0.0,496.96,支付宝,,,已完成
O001232,S007,武汉江汉店,M00030,张二十三30,2024-05-04 12:51:00,2024-05-04,12:00-14:00,Saturday,3,1,47.94,0.0,47.94,会员余额,,,已完成
O001233,S004,深圳南山店,M00141,马二十一141,2024-04-15 16:15:00,2024-04-15,16:00-18:00,Monday,5,2,159.54,0.0,159.54,微信支付,P0007,周末特惠7,已完成
O001234,S005,杭州西湖店,M00010,周九10,2024-01-14 12:29:00,2024-01-14,12:00-14:00,Sunday,5,6,528.94,0.0,528.94,银行卡,,,已完成
O001235,S001,北京王府井店,,,2024-05-15 16:00:00,2024-05-15,16:00-18:00,Wednesday,2,4,576.86,0.0,576.86,微信支付,P0014,新店开业优惠14,已取消
O001236,S008,西安雁塔店,M00089,黄十六89,2024-06-12 15:54:00,2024-06-12,14:00-16:00,Wednesday,7,3,314.74,0.0,314.74,支付宝,P0007,周末特惠7,已完成
O001237,S003,广州天河店,M00199,陈十三199,2024-06-21 21:15:00,2024-06-21,20:00-22:00,Friday,6,2,169.97,0.0,169.97,支付宝,,,已取消
O001238,S005,杭州西湖店,M00029,孙八29,2024-01-03 20:00:00,2024-01-03,20:00-22:00,Wednesday,8,1,260.46,0.0,260.46,会员余额,,,已完成
O001239,S004,深圳南山店,,,2024-02-26 21:18:00,2024-02-26,20:00-22:00,Monday,2,5,402.69,0.0,402.69,会员余额,,,已完成
O001240,S008,西安雁塔店,M00078,刘十四78,2024-01-23 19:08:00,2024-01-23,18:00-20:00,Tuesday,2,6,319.91,38.0,281.91,支付宝,P0010,节日促销10,已完成
O001241,S010,重庆解放碑店,M00026,陈十三26,2024-03-11 16:44:00,2024-03-11,16:00-18:00,Monday,7,3,156.02,0.0,156.02,微信支付,P0007,周末特惠7,已完成
O001242,S010,重庆解放碑店,M00155,赵六155,2024-03-26 10:16:00,2024-03-26,10:00-12:00,Tuesday,8,4,388.11,0.0,388.11,微信支付,,,已完成
O001243,S003,广州天河店,M00057,钱七57,2024-02-06 18:49:00,2024-02-06,18:00-20:00,Tuesday,1,1,135.2,38.0,97.2,微信支付,P0010,节日促销10,已完成
O001244,S003,广州天河店,,,2024-01-19 19:46:00,2024-01-19,18:00-20:00,Friday,7,4,352.47,0.0,352.47,微信支付,,,已完成
O001245,S003,广州天河店,M00069,李二十二69,2024-02-08 21:21:00,2024-02-08,20:00-22:00,Thursday,4,5,449.92,0.0,449.92,会员余额,,,已完成
O001246,S010,重庆解放碑店,M00181,王五181,2024-04-08 21:52:00,2024-04-08,20:00-22:00,Monday,2,5,392.86,0.0,392.86,会员余额,,,已完成
O001247,S002,上海南京路店,M00058,王二十四58,2024-05-16 15:05:00,2024-05-16,14:00-16:00,Thursday,7,3,272.77,0.0,272.77,微信支付,P0014,新店开业优惠14,已完成
O001248,S009,南京新街口店,M00048,林十八48,2024-03-17 21:24:00,2024-03-17,20:00-22:00,Sunday,4,3,219.73,0.0,219.73,会员余额,P0014,新店开业优惠14,已完成
O001249,S007,武汉江汉店,M00095,王十二95,2024-01-10 13:01:00,2024-01-10,12:00-14:00,Wednesday,8,4,265.66,0.0,265.66,现金,,,已取消
O001250,S010,重庆解放碑店,M00045,张二十三45,2024-04-25 10:02:00,2024-04-25,10:00-12:00,Thursday,3,6,471.32,0.0,471.32,支付宝,,,已取消
O001251,S005,杭州西湖店,M00181,王五181,2024-02-29 11:02:00,2024-02-29,10:00-12:00,Thursday,4,1,58.72,0.0,58.72,微信支付,,,已完成
O001252,S002,上海南京路店,,,2024-01-04 12:40:00,2024-01-04,12:00-14:00,Thursday,3,1,58.72,0.0,58.72,会员余额,,,已取消
O001253,S004,深圳南山店,M00181,王五181,2024-01-17 11:07:00,2024-01-17,10:00-12:00,Wednesday,7,2,45.99,5.06,40.93,支付宝,P0011,夏日清凉11,已完成
O001254,S001,北京王府井店,M00197,张二十三197,2024-01-31 20:36:00,2024-01-31,20:00-22:00,Wednesday,2,2,127.57,0.0,127.57,支付宝,,,已完成
O001255,S009,南京新街口店,M00137,吴十137,2024-03-11 12:48:00,2024-03-11,12:00-14:00,Monday,7,5,335.07,0.0,335.07,微信支付,P0007,周末特惠7,已完成
O001256,S006,成都春熙店,,,2024-01-05 17:05:00,2024-01-05,16:00-18:00,Friday,5,1,168.9,0.0,168.9,会员余额,,,已完成
O001257,S001,北京王府井店,,,2024-06-26 17:44:00,2024-06-26,16:00-18:00,Wednesday,3,3,211.66,0.0,211.66,支付宝,,,已取消
O001258,S005,杭州西湖店,,,2024-06-26 10:38:00,2024-06-26,10:00-12:00,Wednesday,6,1,87.21,0.0,87.21,现金,,,已完成
O001259,S010,重庆解放碑店,,,2024-01-02 18:15:00,2024-01-02,18:00-20:00,Tuesday,4,1,145.83,0.0,145.83,现金,P0007,周末特惠7,已完成
O001260,S005,杭州西湖店,,,2024-06-09 20:13:00,2024-06-09,20:00-22:00,Sunday,3,2,255.82,0.0,255.82,银行卡,,,已完成
O001261,S010,重庆解放碑店,M00130,李四130,2024-06-20 10:03:00,2024-06-20,10:00-12:00,Thursday,1,4,484.76,0.0,484.76,微信支付,,,已取消
O001262,S006,成都春熙店,,,2024-02-15 12:50:00,2024-02-15,12:00-14:00,Thursday,6,1,66.33,0.0,66.33,银行卡,,,已完成
O001263,S003,广州天河店,M00068,王十二68,2024-02-20 21:43:00,2024-02-20,20:00-22:00,Tuesday,2,1,60.48,0.0,60.48,支付宝,,,已完成
O001264,S002,上海南京路店,M00017,李二十二17,2024-04-15 13:24:00,2024-04-15,12:00-14:00,Monday,3,5,437.66,0.0,437.66,支付宝,,,已完成
O001265,S003,广州天河店,M00026,陈十三26,2024-04-05 12:29:00,2024-04-05,12:00-14:00,Friday,1,3,161.47,0.0,161.47,会员余额,P0013,节日促销13,已完成
O001266,S005,杭州西湖店,M00031,赵六31,2024-02-04 11:54:00,2024-02-04,10:00-12:00,Sunday,3,3,294.49,0.0,294.49,支付宝,,,已取消
O001267,S001,北京王府井店,M00003,张二十三3,2024-05-21 13:05:00,2024-05-21,12:00-14:00,Tuesday,5,2,254.23,0.0,254.23,银行卡,,,已完成
O001268,S009,南京新街口店,,,2024-04-19 21:55:00,2024-04-19,20:00-22:00,Friday,1,5,428.84,0.0,428.84,银行卡,,,已完成
O001269,S009,南京新街口店,M00076,赵六76,2024-04-30 21:49:00,2024-04-30,20:00-22:00,Tuesday,4,4,430.18,0.0,430.18,银行卡,,,已完成
O001270,S002,上海南京路店,M00119,马二十一119,2024-05-22 10:44:00,2024-05-22,10:00-12:00,Wednesday,2,2,243.14,38.0,205.14,会员余额,P0010,节日促销10,已完成
O001271,S009,南京新街口店,,,2024-05-02 20:19:00,2024-05-02,20:00-22:00,Thursday,7,5,532.63,0.0,532.63,支付宝,,,已完成
O001272,S009,南京新街口店,M00028,张二十三28,2024-04-04 20:29:00,2024-04-04,20:00-22:00,Thursday,7,6,427.54,0.0,427.54,现金,,,已完成
O001273,S003,广州天河店,M00199,陈十三199,2024-06-27 19:34:00,2024-06-27,18:00-20:00,Thursday,1,6,621.36,0.0,621.36,现金,,,已完成
O001274,S009,南京新街口店,M00122,郑十一122,2024-04-08 15:29:00,2024-04-08,14:00-16:00,Monday,4,2,152.01,0.0,152.01,会员余额,,,已完成
O001275,S007,武汉江汉店,,,2024-03-26 13:34:00,2024-03-26,12:00-14:00,Tuesday,5,5,393.31,0.0,393.31,现金,,,已取消
O001276,S006,成都春熙店,,,2024-06-23 16:17:00,2024-06-23,16:00-18:00,Sunday,5,4,597.25,0.0,597.25,银行卡,,,已完成
O001277,S001,北京王府井店,M00077,林十八77,2024-06-07 15:51:00,2024-06-07,14:00-16:00,Friday,2,1,9.56,0.0,9.56,银行卡,P0010,节日促销10,已完成
O001278,S002,上海南京路店,M00154,张三154,2024-04-10 12:18:00,2024-04-10,12:00-14:00,Wednesday,3,2,138.61,0.0,138.61,支付宝,,,已完成
O001279,S008,西安雁塔店,,,2024-05-13 20:01:00,2024-05-13,20:00-22:00,Monday,5,5,397.76,0.0,397.76,微信支付,P0007,周末特惠7,已完成
O001280,S001,北京王府井店,M00019,马二十一19,2024-01-17 10:55:00,2024-01-17,10:00-12:00,Wednesday,8,5,437.25,0.0,437.25,支付宝,P0007,周末特惠7,已完成
O001281,S005,杭州西湖店,M00060,黄十六60,2024-03-18 19:08:00,2024-03-18,18:00-20:00,Monday,3,3,304.48,0.0,304.48,微信支付,,,已完成
O001282,S009,南京新街口店,M00007,王二十四7,2024-03-13 17:10:00,2024-03-13,16:00-18:00,Wednesday,4,5,333.58,0.0,333.58,微信支付,,,已完成
O001283,S004,深圳南山店,,,2024-01-11 15:36:00,2024-01-11,14:00-16:00,Thursday,6,2,321.33,0.0,321.33,微信支付,,,已完成
O001284,S001,北京王府井店,M00019,马二十一19,2024-02-07 15:28:00,2024-02-07,14:00-16:00,Wednesday,8,3,127.4,0.0,127.4,微信支付,,,已完成
O001285,S007,武汉江汉店,M00120,王十二120,2024-02-09 10:47:00,2024-02-09,10:00-12:00,Friday,8,6,741.88,0.0,741.88,会员余额,,,已完成
O001286,S005,杭州西湖店,M00140,何十九140,2024-06-25 11:46:00,2024-06-25,10:00-12:00,Tuesday,6,6,577.09,0.0,577.09,支付宝,,,已完成
O001287,S007,武汉江汉店,M00139,朱十七139,2024-03-24 10:38:00,2024-03-24,10:00-12:00,Sunday,2,2,181.52,0.0,181.52,微信支付,,,已取消
O001288,S007,武汉江汉店,M00135,周九135,2024-04-24 20:42:00,2024-04-24,20:00-22:00,Wednesday,1,4,184.58,0.0,184.58,会员余额,P0013,节日促销13,已完成
O001289,S007,武汉江汉店,M00181,王五181,2024-04-11 12:45:00,2024-04-11,12:00-14:00,Thursday,8,3,190.29,0.0,190.29,支付宝,,,已取消
O001290,S001,北京王府井店,M00037,王十二37,2024-01-23 13:46:00,2024-01-23,12:00-14:00,Tuesday,7,4,359.93,0.0,359.93,会员余额,P0014,新店开业优惠14,已完成
O001291,S002,上海南京路店,,,2024-05-30 19:05:00,2024-05-30,18:00-20:00,Thursday,7,5,231.65,0.0,231.65,微信支付,,,已完成
O001292,S003,广州天河店,M00164,陈二十六164,2024-04-16 12:35:00,2024-04-16,12:00-14:00,Tuesday,5,2,74.07,0.0,74.07,银行卡,,,已取消
O001293,S002,上海南京路店,M00198,马二十一198,2024-05-05 10:52:00,2024-05-05,10:00-12:00,Sunday,1,3,267.06,0.0,267.06,微信支付,P0013,节日促销13,已完成
O001294,S003,广州天河店,M00167,张三167,2024-02-09 14:19:00,2024-02-09,14:00-16:00,Friday,8,4,307.1,33.78,273.32,微信支付,P0011,夏日清凉11,已完成
O001295,S002,上海南京路店,,,2024-01-08 11:48:00,2024-01-08,10:00-12:00,Monday,8,1,95.64,10.52,85.12,现金,P0011,夏日清凉11,已取消
O001296,S009,南京新街口店,M00024,钱七24,2024-04-21 14:40:00,2024-04-21,14:00-16:00,Sunday,1,1,63.76,7.01,56.75,会员余额,P0011,夏日清凉11,已完成
O001297,S010,重庆解放碑店,,,2024-02-11 19:03:00,2024-02-11,18:00-20:00,Sunday,6,6,343.97,0.0,343.97,银行卡,,,已完成
O001298,S005,杭州西湖店,M00095,王十二95,2024-03-15 14:33:00,2024-03-15,14:00-16:00,Friday,3,2,239.08,0.0,239.08,微信支付,,,已取消
O001299,S010,重庆解放碑店,M00121,王十二121,2024-03-23 15:52:00,2024-03-23,14:00-16:00,Saturday,6,3,309.21,0.0,309.21,微信支付,P0013,节日促销13,已完成
O001300,S003,广州天河店,,,2024-01-04 12:33:00,2024-01-04,12:00-14:00,Thursday,4,4,312.01,0.0,312.01,支付宝,P0014,新店开业优惠14,已完成
O001301,S007,武汉江汉店,M00195,李四195,2024-05-23 19:44:00,2024-05-23,18:00-20:00,Thursday,2,5,498.45,0.0,498.45,微信支付,,,已完成
O001302,S007,武汉江汉店,M00032,郑十一32,2024-01-05 17:22:00,2024-01-05,16:00-18:00,Friday,2,4,233.42,0.0,233.42,微信支付,,,已完成
O001303,S001,北京王府井店,M00097,李二十二97,2024-02-02 21:09:00,2024-02-02,20:00-22:00,Friday,2,2,108.14,0.0,108.14,会员余额,,,已完成
O001304,S001,北京王府井店,M00158,马二十一158,2024-01-05 17:48:00,2024-01-05,16:00-18:00,Friday,1,1,53.97,0.0,53.97,会员余额,,,已完成
O001305,S007,武汉江汉店,,,2024-01-31 14:02:00,2024-01-31,14:00-16:00,Wednesday,4,1,16.92,1.86,15.06,会员余额,P0011,夏日清凉11,已取消
O001306,S005,杭州西湖店,M00101,何十九101,2024-02-21 12:42:00,2024-02-21,12:00-14:00,Wednesday,2,6,554.98,0.0,554.98,微信支付,,,已完成
O001307,S006,成都春熙店,,,2024-05-28 10:33:00,2024-05-28,10:00-12:00,Tuesday,4,3,182.23,0.0,182.23,微信支付,,,已取消
O001308,S010,重庆解放碑店,M00106,吴十106,2024-05-01 15:44:00,2024-05-01,14:00-16:00,Wednesday,7,1,41.81,0.0,41.81,支付宝,,,已完成
O001309,S005,杭州西湖店,,,2024-05-11 13:26:00,2024-05-11,12:00-14:00,Saturday,3,1,35.98,0.0,35.98,微信支付,P0010,节日促销10,已完成
O001310,S005,杭州西湖店,M00193,张三193,2024-04-02 21:18:00,2024-04-02,20:00-22:00,Tuesday,8,3,212.6,0.0,212.6,现金,,,已取消
O001311,S005,杭州西湖店,M00199,陈十三199,2024-03-20 20:53:00,2024-03-20,20:00-22:00,Wednesday,6,3,129.05,0.0,129.05,银行卡,,,已完成
O001312,S007,武汉江汉店,M00095,王十二95,2024-01-04 20:31:00,2024-01-04,20:00-22:00,Thursday,7,5,443.38,0.0,443.38,银行卡,,,已取消
O001313,S008,西安雁塔店,M00012,张二十三12,2024-01-27 21:59:00,2024-01-27,20:00-22:00,Saturday,2,3,166.91,0.0,166.91,支付宝,,,已完成
O001314,S003,广州天河店,,,2024-04-18 21:31:00,2024-04-18,20:00-22:00,Thursday,7,5,407.31,44.8,362.51,银行卡,P0011,夏日清凉11,已完成
O001315,S006,成都春熙店,M00147,朱十七147,2024-05-10 14:09:00,2024-05-10,14:00-16:00,Friday,1,3,243.37,0.0,243.37,支付宝,,,已完成
O001316,S010,重庆解放碑店,M00002,刘十四2,2024-01-14 11:31:00,2024-01-14,10:00-12:00,Sunday,2,4,605.4,66.59,538.81,会员余额,P0011,夏日清凉11,已完成
O001317,S003,广州天河店,M00016,张二十三16,2024-06-18 18:49:00,2024-06-18,18:00-20:00,Tuesday,6,3,295.06,0.0,295.06,支付宝,,,已取消
O001318,S009,南京新街口店,,,2024-05-19 10:48:00,2024-05-19,10:00-12:00,Sunday,6,1,32.36,0.0,32.36,银行卡,,,已完成
O001319,S007,武汉江汉店,,,2024-04-23 17:02:00,2024-04-23,16:00-18:00,Tuesday,3,3,290.97,0.0,290.97,银行卡,,,已完成
O001320,S004,深圳南山店,,,2024-04-09 17:48:00,2024-04-09,16:00-18:00,Tuesday,3,6,739.17,0.0,739.17,会员余额,P0007,周末特惠7,已取消
O001321,S007,武汉江汉店,M00067,赵六67,2024-01-15 16:16:00,2024-01-15,16:00-18:00,Monday,1,5,487.72,38.0,449.72,微信支付,P0010,节日促销10,已完成
O001322,S003,广州天河店,M00034,王十二34,2024-04-03 15:51:00,2024-04-03,14:00-16:00,Wednesday,1,6,410.88,0.0,410.88,支付宝,,,已完成
O001323,S008,西安雁塔店,M00056,陈二十六56,2024-03-04 13:41:00,2024-03-04,12:00-14:00,Monday,1,6,387.13,0.0,387.13,支付宝,,,已完成
O001324,S006,成都春熙店,M00026,陈十三26,2024-06-17 16:36:00,2024-06-17,16:00-18:00,Monday,1,1,218.25,0.0,218.25,会员余额,,,已完成
O001325,S006,成都春熙店,M00196,张三196,2024-04-06 19:24:00,2024-04-06,18:00-20:00,Saturday,6,4,408.36,0.0,408.36,支付宝,,,已完成
